id,publisher,title,author,article_url,tickers,amp_url,image_url,description,keywords,sentiment,date,time
nXz89RLotbMuhj1uavP3d4Id11Ml_GmFdF9yQ94neEU,"{'name': 'The Motley Fool', 'homepage_url': 'https://www.fool.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/themotleyfool.svg', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/themotleyfool.ico'}",Why Tesla Stock Fell Today,newsfeedback@fool.com (Joe Tenebruso),https://www.fool.com/investing/2022/10/20/why-tesla-stock-fell-today/,['TSLA'],No URL provided,https://g.foolcdn.com/editorial/images/705636/investor-gettyimages-1272168490.jpg,The EV leader couldn't meet the market's sky-high expectations.,['investing'],0.0,2022-10-20,21:15:20
iQxTo51P8PLiXyx2yrpudd0sgrLTsWkoK_21vtNUSLg,"{'name': 'MarketWatch', 'homepage_url': 'https://www.marketwatch.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/marketwatch.svg', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/marketwatch.ico'}",Government bonds are eroding crypto's appeal for investors seeking rich yields. But some are staying.,MarketWatch,https://www.marketwatch.com/story/should-you-stake-ether-when-u-s-treasuries-are-yielding-more-11666295319,"['COIN', 'MSTR', 'RIOT', 'MARA', 'EBON', 'OSTK', 'SQ', 'TSLA', 'PYPL', 'NVDA', 'AMD', 'BITO', 'BITI', 'BTF', 'XBTF']",https://www.marketwatch.com/amp/story/should-you-stake-ether-when-u-s-treasuries-are-yielding-more-11666295319,https://images.mktw.net/im-429485/social,A weekly look at the most important moves and news in crypto and what's on the horizon in digital assets.,No keywords,0.3,2022-10-20,21:01:00
waowoe3NYpv9Zmg5DdciCg5P2GRar881Ry7QaNFmVRc,"{'name': 'The Motley Fool', 'homepage_url': 'https://www.fool.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/themotleyfool.svg', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/themotleyfool.ico'}",Why ChargePoint Shares Tanked Today,newsfeedback@fool.com (Howard Smith),https://www.fool.com/investing/2022/10/20/why-chargepoint-shares-tanked-today/,"['TSLA', 'BLNK', 'CHPT']",No URL provided,https://g.foolcdn.com/editorial/images/705615/ev_charging.jpg,The demand for EVs doesn't seem to be waning -- and that's what ChargePoint is counting on.,['investing'],0.0,2022-10-20,20:12:10
SYxQYVnQ1k7BEdrsBtknOt8cXP7-bBREmDdzFT53YPw,"{'name': 'MarketWatch', 'homepage_url': 'https://www.marketwatch.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/marketwatch.svg', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/marketwatch.ico'}",Dow down over 100 points in final hour of trade despite strong earnings as Treasury yields grind higher,MarketWatch,https://www.marketwatch.com/story/u-s-stock-futures-dip-as-treasury-yields-hit-fresh-14-year-highs-tesla-stock-tumbles-post-results-11666257033,"['DJIA', 'COMP', 'T', 'IBM', 'DOW', 'UAL', 'TSLA', 'FDX', 'AAPL', 'GOOG', 'AMZN', 'AAL', 'NKE', 'LRCX', 'NVDA']",https://www.marketwatch.com/amp/story/u-s-stock-futures-dip-as-treasury-yields-hit-fresh-14-year-highs-tesla-stock-tumbles-post-results-11666257033,https://images.mktw.net/im-594593/social,"U.S. stocks trade lower in the final hour of trade on Thursday, reversing some of their gains for the week, despite a strong start to the third-quarter earnings season, as Treasury yields rise to fresh multiyear highs",No keywords,0.24444444444444444,2022-10-20,19:36:00
qXA2Hap9B5Cge4ENdQsBcoDcP2K4VfpyB9Qw6u_ShBA,"{'name': 'MarketWatch', 'homepage_url': 'https://www.marketwatch.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/marketwatch.svg', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/marketwatch.ico'}","Apple, Spotify should 'stop working' with Kanye West, says super-agent Ari Emanuel ",MarketWatch,https://www.marketwatch.com/story/apple-adidas-and-spotify-should-stop-working-with-kanye-west-says-super-agent-ari-emanuel-11666283914,"['AAPL', 'SPOT', 'TSLA']",https://www.marketwatch.com/amp/story/apple-adidas-and-spotify-should-stop-working-with-kanye-west-says-super-agent-ari-emanuel-11666283914,https://images.mktw.net/im-648092/social,"'There should be no tolerance anywhere for West’s anti-Semitism,' wrote the Endeavor CEO",No keywords,0.0,2022-10-20,18:32:00
DRsP5g_ztWAUSQLBQBQjtEcL7l7hZ_dcIjGvzWd1S_E,"{'name': 'Invezz', 'homepage_url': 'https://invezz.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/invezz.svg', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/invezz.png'}",Analyst blasts Elon Musk for his attitude on the earnings call,Wajeeh Khan,https://invezz.com/news/2022/10/20/analyst-blasts-elon-musk-earnings-call-attitude/,['TSLA'],No URL provided,https://invezz.com/wp-content/uploads/2022/08/184526226-m-1024x683.jpg,"Tesla Inc (NASDAQ: TSLA) is trading down this morning after the electric vehicles manufacturer said it will fail to deliver on its promise of a 50% growth in deliveries this year. Bernstein analyst reacts to Tesla’s earnings call What’s also hurting sentiment is that the multinational reported weaker-than-expected sales for its fiscal third quarter last […]
The post Analyst blasts Elon Musk for his attitude on the earnings call appeared first on Invezz.","['Industries', 'Manufacturing', 'North America', 'Stocks & Shares', 'USA', 'World']",-0.0811111111111111,2022-10-20,17:55:07
SaFaC1XolDy4jbutilvqU68tBKP74HbjfTZ_SQiey8s,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}",Tesla (TSLA) Pulls Off 7th Consecutive Beat in Q3 Earnings,Zacks Equity Research,https://www.zacks.com/stock/news/1995252/tesla-tsla-pulls-off-7th-consecutive-beat-in-q3-earnings,"['F', 'GM', 'TSLA']",https://www.zacks.com/amp/stock/news/1995252/tesla-tsla-pulls-off-7th-consecutive-beat-in-q3-earnings,https://staticx-tuner.zacks.com/images/articles/main/84/1974.jpg,"While Tesla (TSLA) manages to maintain its beat streak in Q3 despite industry challenges, its revenues fall short of the consensus mark.",No keywords,0.0,2022-10-20,17:35:00
JVvFHhEpUe52JZn8sQmhWrECtzGOLFDdyPGt9-6XeOY,"{'name': 'Benzinga', 'homepage_url': 'https://www.benzinga.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/benzinga.svg', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/benzinga.ico'}",Why Ericsson Shares Are Trading Lower? Here Are 56 Stocks Moving In Thursday's Mid-Day Session,Lisa Levin,https://www.benzinga.com/news/22/10/29347446/why-ericsson-shares-are-trading-lower-here-are-56-stocks-moving-in-thursdays-mid-day-session,"['MULN', 'SNV', 'VRT', 'ACOR', 'MAAQ', 'WU', 'SLNG', 'ASTI', 'PEGY', 'TSLA', 'PDSB', 'COMS', 'ERIC', 'RBT', 'CCM', 'ZVO', 'HCCI', 'IVVD', 'VNRX', 'FULC', 'KALU', 'AMPX', 'APCX', 'CABA', 'MCRI', 'RUM', 'RDHL', 'CALT', 'NVEC', 'HOLO', 'INBK', 'KTRA', 'SMCI', 'TRUP', 'PXMD', 'WDFC', 'ENSV', 'SKLZ', 'ALF', 'TBK', 'SCPS', 'ALL', 'NGM', 'LMAO', 'IBM', 'TLS', 'HLBZ', 'NXTP', 'ID', 'SNES', 'TALS', 'NOK', 'KALA', 'BHG', 'POL', 'AREB']",https://www.benzinga.com/amp/content/29347446,https://cdn.benzinga.com/files/images/story/2022/10/20/image-ericsson.jpg?width=1200&height=800&fit=crop,"Gainers

NextPlay Technologies, Inc. (NASDAQ: NXTP) shares jumped 126% to $0.4525 after the company announced its NextFintech division received commitment for a $15 million strategic investment.
Ascent Solar Technologies, Inc. (NASDAQ: ASTI) gained 44.1% to $4.6852. Ascent Solar recently named Jeffrey Max as CEO.
American Rebel Holdings, Inc. (NASDAQ: AREB) rose 32.4% to $0.3640 after the company announced it sees $5 million in pro forma Q3 gross revenue.
Alfi, Inc. (NASDAQ: ALF) jumped 30.8% to $0.3390.
Rubicon Technologies, Inc. (NYSE: RBT) gained 30.3% to $2.5790.
NGM Biopharmaceuticals, Inc. (NASDAQ: NGM) rose 26% to $4.65. NGM Biopharmaceuticals Director David Goeddel V bought a total of 130,000 shares at an average price of $3.56.
Cabaletta Bio, Inc. (NASDAQ: CABA) jumped 24% to $1.62. Cabaletta Bio President and CEO Steven Nichtberger acquired a total of 8,127 shares at an average price of $1.25.
AppTech Payments Corp. (NASDAQ: APCX) rose 23.3% to $0.7459.
Skillz Inc. (NYSE: SKLZ) gained 22.6% to $1.08. Skillz is expected to release its Q3 results after the close of the market on Wednesday, November 2, 2022.
Polished.com Inc. (NYSE: POL) rose 21.1% to $0.63.
Invivyd, Inc. (NASDAQ: IVVD) jumped 19.9% to $3.91. Invivyd recently appointed Fred Driscoll as interim Chief Financial Officer.
MicroCloud Hologram Inc. (NASDAQ: HOLO) gained 19.5% to $2.93.
VolitionRx Limited (NASDAQ: VNRX) gained 19.3% to $1.73. Volition signed global supply agreement for Nu.Q Vet Cancer Test.
PaxMedica, Inc. (NASDAQ: PXMD) jumped 18.8% to $3.2108.
Telos Corporation  (NASDAQ: TLS) shares climbed 18.8% to $9.94. Needham maintained Telos with a Buy and raised the price target from $10 to $13.
PDS Biotechnology Corporation  (NASDAQ: PDSB) surged 18% to $4.77. PDS Biotech recently announced expanded interim data in the Phase 2 clinical trial investigating the PDS0101-based triple combination therapy.
NVE Corporation (NASDAQ: NVEC) rose 17.9% to $56.86. NVE posted Q2 EPS of $1.26.
COMSovereign Holding Corp. (NASDAQ: COMS) gained 17.9% to $0.1035 after dipping 26% on Wednesday. COMSovereign recently announced receipt of Nasdaq ...","['News', 'Penny Stocks', 'Small Cap', 'Intraday Update', 'Markets', 'Movers', 'Trading Ideas']",0.13308270676691727,2022-10-20,17:17:04
x-7NchjbPUp6XD1iBE5BsoIxw5-zgRWQbEK6ooWPyjE,"{'name': 'The Motley Fool', 'homepage_url': 'https://www.fool.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/themotleyfool.svg', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/themotleyfool.ico'}","Why Rivian, Nio, and Other EV Maker Stocks Rose Today",newsfeedback@fool.com (Howard Smith),https://www.fool.com/investing/2022/10/20/why-rivian-nio-and-other-ev-maker-stocks-rose-toda/,"['RIVN', 'TSLA', 'NIO', 'RIDE', 'LCID']",No URL provided,https://g.foolcdn.com/editorial/images/705536/rivian_2022-r1t-17.jpeg,Investors in early stage EV companies keyed on one important factor from Tesla's earnings report.,['investing'],0.25,2022-10-20,17:13:51
M3dKPtmVbDd_Fl2n8NKQyQVeWPObCGc0Z6AftXYJpQI,"{'name': 'Benzinga', 'homepage_url': 'https://www.benzinga.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/benzinga.svg', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/benzinga.ico'}",Why These 5 Tesla Analysts Have Mixed Views On Q3: 'We Were Prepared For An Earnings Miss',Chris Katje,https://www.benzinga.com/analyst-ratings/analyst-color/22/10/29344999/why-these-5-tesla-analysts-have-mixed-views-on-q3-we-were-prepared-for-an-earnings-,['TSLA'],https://www.benzinga.com/amp/content/29344999,https://cdn.benzinga.com/files/images/story/2022/10/20/0x0-dji_0035.jpg?width=1200&height=800&fit=crop,"Tesla Inc (NASDAQ: TSLA) reported record revenue, operating margins and free cash flow in the third quarter. The company missed analyst revenue estimates. On Thursday, The Street is reacting to the quarterly results — and adjusting price targets down.
The Tesla Analysts: Morgan Stanley analyst Adam Jonas has an Overweight rating on Tesla and $350 price target. 
RBC Capital analyst Joseph Spak has an Outperform rating and lowered the price target from $340 to $325.
Mizuho Securities analyst Vijay Rakesh has a Buy rating and lowered the price target from $370 to $330.
Wedbush analyst Daniel Ives has an Outperform rating and lowered the price target from $360 to $300.
Needham analyst Vikram Bagri has a Hold rating and no price target.
Related Link: With Tesla's Q3 Topline Miss In Rear View, Next 2 Quarters Will Reassure Investors On EV Maker's Long-Term: Analyst
The Tesla Takeaways: Jonas called Tesla’s third-quarter financial report “a clean 3Q earnings beat.” The analyst noted the beat came with several headwinds in the quarter.
“We wish FY23 consensus would allow more room for macro uncertainty,” Jonas said. “We were prepared for an earnings ...Full story available on Benzinga.com","['News', 'Analyst Color', 'Earnings', 'Price Target', 'Reiteration', 'Top Stories', 'Analyst Ratings', 'Trading Ideas']",0.1511111111111111,2022-10-20,15:50:13
cLvCnZTKtbsrfgdIWobRcLz7-ZvuzrX6mD45aCQ4h_A,"{'name': 'MarketWatch', 'homepage_url': 'https://www.marketwatch.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/marketwatch.svg', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/marketwatch.ico'}",A surge in coal and oil emissions was expected with Russia's war and a COVID recovery --- here's what actually happened,MarketWatch,https://www.marketwatch.com/story/a-jump-in-coal-and-oil-emissions-was-expected-with-russias-invasion-and-a-post-covid-recovery-actual-results-defied-that-prediction-11666204217,"['ICLN', 'TSLA', 'GM', 'WTRG', 'JETS', 'RAYS']",https://www.marketwatch.com/amp/story/a-jump-in-coal-and-oil-emissions-was-expected-with-russias-invasion-and-a-post-covid-recovery-actual-results-defied-that-prediction-11666204217,https://images.mktw.net/im-647159/social,"Energy watchdog says greatly reduced emissions in 2022 can be chalked up to stronger expansion of wind, solar and nuclear, and more electric vehicles.",No keywords,0.65,2022-10-20,15:48:00
KoAYxqo8vPlKdfcz2CH4RVVPZ8sq9jP-QE_6cHJG0EM,"{'name': 'MarketWatch', 'homepage_url': 'https://www.marketwatch.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/marketwatch.svg', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/marketwatch.ico'}",U.S.’ first interstate EV charging network for semi-trucks to connect California port with Texas,MarketWatch,https://www.marketwatch.com/story/u-s-first-interstate-ev-charging-network-for-semi-trucks-to-connect-california-port-with-texas-11666277314,"['ICLN', 'DTG', 'TSLA', 'PEP']",https://www.marketwatch.com/amp/story/u-s-first-interstate-ev-charging-network-for-semi-trucks-to-connect-california-port-with-texas-11666277314,https://images.mktw.net/im-648087/social,"Busy I-10 corridor for semi-trucks will feature high-powered electric chargers built especially for vehicles of this size, TeraWatt Infrastructure says.",No keywords,0.05,2022-10-20,14:48:00
cYA_Fjha2VETZwHWq4C3wu19ayBJpFgDLB83GsqFEoY,"{'name': 'The Motley Fool', 'homepage_url': 'https://www.fool.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/themotleyfool.svg', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/themotleyfool.ico'}",Tesla Stock Drops on Earnings Release: 7 Key Metrics You Should See,newsfeedback@fool.com (Beth McKenna),https://www.fool.com/investing/2022/10/20/tsla-stock-earnings/,['TSLA'],No URL provided,https://g.foolcdn.com/editorial/images/705504/tsla-stock-earnings-model-y.png,"In early trading on Thursday, investors seemed to be overly focused on the EV giant's third-quarter revenue falling a little short of Wall Street's expectation.",['investing'],-0.021875,2022-10-20,14:40:00
fucTa8qIornL3M6iIGkb8_ngWdE6wg_sX_tLCpBuWjY,"{'name': 'Benzinga', 'homepage_url': 'https://www.benzinga.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/benzinga.svg', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/benzinga.ico'}","Elon Musk Says US In 'Pretty Good Health' But China, Europe Experiencing Recession 'Of Sorts'",Navdeep Yadav,https://www.benzinga.com/news/22/10/29344014/elon-musk-says-us-in-pretty-good-health-but-china-europe-experiencing-recession-of-sorts,['TSLA'],https://www.benzinga.com/amp/content/29344014,https://cdn.benzinga.com/files/images/story/2022/10/20/46339127625_054ddd1a61_c.jpg?width=1200&height=800&fit=crop,"Tesla Inc (NASDAQ:TSLA) CEO Elon Musk said China is experiencing a slowdown similar to a recession driven by the slump in the property market that lasted for over a year.
What Happened: The world's richest person, while replying to a question about recent order intake trends during his company's third-quarter earnings call on Wednesday, said, ""China is experiencing a recession of sorts,"" mainly in the real estate market.
See Also: China's Semiconductor Industry 'Decapitated Overnight': What 'Annihilation Looks Like'","['News', 'Global', 'Economics']",0.09166666666666667,2022-10-20,14:39:42
m5ps9yeVaPeLhP73ITytumff5bP0EIvOuhvOhvvtn3E,"{'name': 'Benzinga', 'homepage_url': 'https://www.benzinga.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/benzinga.svg', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/benzinga.ico'}",Did Elon Musk's Tesla Alter Its Bitcoin Holdings In Q3?,Mehab Qureshi,https://www.benzinga.com/markets/cryptocurrency/22/10/29336520/did-elon-musks-tesla-alter-its-bitcoin-holdings-in-q3,['TSLA'],https://www.benzinga.com/amp/content/29336520,https://cdn.benzinga.com/files/images/story/2022/10/20/shutterstock_1913763295.jpg?width=1200&height=800&fit=crop,"Tesla Inc. (NASDAQ: TSLA) did not sell any of its Bitcoin (CRYPTO: BTC) holdings this quarter, the company said in its latest earnings report. The EV maker holds about 10,500 BTC.
What Happened: According to Tesla's third-quarter earnings report, $218 million worth of “digital assets” remain on the company's balance sheet. The company didn't discuss cryptocurrencies at the conference call following the earnings report.
See More: BEST CRYPTOCURRENCY SCANNERS
At the end of the second quarter in July, Tesla had sold $936 million worth ...","['News', 'Cryptocurrency', 'Markets']",0.32499999999999996,2022-10-20,13:36:00
qlfiCtm3Aeqf-p2QR0qcT_ww5lxTIxpXG0WF_Z0R6pY,"{'name': 'Zacks Investment Research', 'homepage_url': 'https://www.zacks.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/zacks.png', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/zacks.ico'}",Should You Sell the Tesla Sales Miss?,Sejuti Banerjea,https://www.zacks.com/stock/news/1994787/should-you-sell-the-tesla-sales-miss,"['F', 'TSLA']",https://www.zacks.com/amp/stock/news/1994787/should-you-sell-the-tesla-sales-miss,https://staticx-tuner.zacks.com/images/articles/main/b3/2062.jpg,"Would selling the shares on this news really be recommended, or not?",No keywords,0.2,2022-10-20,13:21:00
lndPQs44mF7a979ol1IrjOptMM6waqgR-Wksl-VRaaA,"{'name': 'The Motley Fool', 'homepage_url': 'https://www.fool.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/themotleyfool.svg', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/themotleyfool.ico'}",Tesla's Growth Is Back on Track. Is It Time to Buy?,newsfeedback@fool.com (Howard Smith),https://www.fool.com/investing/2022/10/20/teslas-growth-is-back-on-track-is-it-time-to-buy/,['TSLA'],No URL provided,https://g.foolcdn.com/editorial/images/705448/0x0-models_01.jpg,Tesla still expects to hit its 50% annual growth production target this year.,['investing'],0.0,2022-10-20,13:18:18
jLIYESKDpKVkQQcMQ9LNz-bPc_6QQF5HmqL2GpQOaD8,"{'name': 'MarketWatch', 'homepage_url': 'https://www.marketwatch.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/marketwatch.svg', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/marketwatch.ico'}",UBS has released its annual house price bubble report. Here are the most overvalued markets.,MarketWatch,https://www.marketwatch.com/story/ubs-has-released-its-annual-house-price-bubble-report-here-are-the-most-overvalued-markets-11666262185,"['TSLA', 'TWTR', 'T', 'ALL', 'IBM', 'ERIC', 'NOK', 'PM', 'MO', 'GME', 'MULN', 'AMC', 'NIO', 'AAPL', 'BBBY', 'APE', 'NFLX', 'CFMS']",https://www.marketwatch.com/amp/story/ubs-has-released-its-annual-house-price-bubble-report-here-are-the-most-overvalued-markets-11666262185,https://images.mktw.net/im-647891/social,"The arrival of the seventh annual UBS global real estate bubble report rings different, coming at the start of a period of retreat rather than during a wave of excess.",No keywords,0.06666666666666667,2022-10-20,12:43:00
uAUgoItVh894P64yDmp7VaD4GHTxngzepFVE4Belh00,"{'name': 'Benzinga', 'homepage_url': 'https://www.benzinga.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/benzinga.svg', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/benzinga.ico'}","With Tesla's Q3 Topline Miss In Rear View, Next 2 Quarters Will Reassure Investors On EV Maker's Long-Term: Analyst",Shanthi Rexaline,https://www.benzinga.com/analyst-ratings/analyst-color/22/10/29336151/with-teslas-q3-topline-miss-in-rear-view-next-2-quarters-will-reassure-investors-on,"['TSLA', 'RIVN']",https://www.benzinga.com/amp/content/29336151,https://cdn.benzinga.com/files/images/story/2022/10/20/shutterstock_2178822385.jpg?width=1200&height=800&fit=crop,"Tesla Inc.'s (NASDAQ: TSLA) third-quarter earnings report could not give its sagging stock a lift but its forward outlook evinces confidence, according to Loup Funds’ Gene Munster. 
What Happened: As opposed to expectations of a small increase in average selling price, Tesla reported a 4% sequential drop, Munster said, attributing the decline to stronger-than-expected cheaper China sales.
Automotive gross margin came in at 26.8% compared to the consensus of 27.5% but exceeded the third quarter’s 26.2%, he noted. This, according to the Tesla bull, was due to a higher mix of lower ASP China sales and higher input costs.
See Also: How To Trade Tesla Stock Before And After Q3 Earnings
“I view the misses on revenue, deliveries and gross margin as fractional, and understandable, given the broader supply environment,” Munster said,
None of Tesla’s rivals has ...Full story available on Benzinga.com","['Long Ideas', 'News', 'Analyst Color', 'Earnings', 'Analyst Ratings', 'Trading Ideas']",0.041666666666666664,2022-10-20,12:02:37
zqda-5o1RHzRjBBn83P7tU7aR_kSELxK4zLiSEMtpK8,"{'name': 'MarketWatch', 'homepage_url': 'https://www.marketwatch.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/marketwatch.svg', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/marketwatch.ico'}",Elon Musk teases massive Tesla stock buyback as CFO trims forecast for annual deliveries and stock falls,MarketWatch,https://www.marketwatch.com/story/tesla-beats-on-earnings-but-comes-up-short-on-revenue-stock-falls-in-late-trading-11666210484,"['TSLA', 'TWTR', 'AAPL']",https://www.marketwatch.com/amp/story/tesla-beats-on-earnings-but-comes-up-short-on-revenue-stock-falls-in-late-trading-11666210484,https://images.mktw.net/im-647403/social,"Tesla Inc. produced less revenue than expected despite record deliveries in the third quarter, but earnings beat analysts' estimates.",No keywords,-0.08888888888888889,2022-10-20,12:00:00
_s5voeWcAJbX3zOSUoP-CP4vNwgDIVMfu3UL2jKIDwk,"{'name': 'MarketWatch', 'homepage_url': 'https://www.marketwatch.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/marketwatch.svg', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/marketwatch.ico'}",Stocks are attempting a bounce as earnings season begins. Here's what it will take for the gains to stick.,MarketWatch,https://www.marketwatch.com/story/u-s-companies-are-off-to-a-strong-start-this-earnings-season-heres-what-it-will-take-for-stocks-to-rally-11666202376,"['NFLX', 'PG', 'TSLA']",https://www.marketwatch.com/amp/story/u-s-companies-are-off-to-a-strong-start-this-earnings-season-heres-what-it-will-take-for-stocks-to-rally-11666202376,https://images.mktw.net/im-643626/social,"U.S. stocks have advanced since the start of the week as the third quarter earnings reporting season has gotten off to a strong start, with the big banks and other large firms surpassing analysts' expectations.",No keywords,0.15376984126984125,2022-10-20,11:39:00
ALgQN67vV3ERqiUFetJHE7KPIhGBs1rTRn_HnmbXOKY,"{'name': 'Benzinga', 'homepage_url': 'https://www.benzinga.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/benzinga.svg', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/benzinga.ico'}",Tesla To $325? Here Are 5 Other Price Target Changes For Thursday,Lisa Levin,https://www.benzinga.com/news/22/10/29337839/tesla-to-325-here-are-5-other-price-target-changes-for-thursday,"['WDFC', 'OKE', 'TSLA', 'NEE', 'COUP', 'WING']",https://www.benzinga.com/amp/content/29337839,https://cdn.benzinga.com/files/images/story/2022/10/20/image-tesla.png?width=1200&height=800&fit=crop,"RBC Capital cut  Tesla, Inc.  (NASDAQ: TSLA) price target from $340 to $325. RBC Capital analyst Joseph Spak maintained the stock with an Outperform rating. Tesla shares fell 5% to $210.96 in pre-market trading.
Keybanc cut the price target on  NextEra Energy, Inc.  (NYSE: NEE) from $93 to $89. Keybanc analyst Sophie Karp maintained an Overweight rating on the stock. NextEra Energy shares fell 0.2% to $73.53 in pre-market trading.
Raymond James ...","['News', 'Price Target', 'Pre-Market Outlook', 'Markets', 'Analyst Ratings', 'Trading Ideas']",0.0,2022-10-20,10:59:00
PQxNfB7dQRZ1OA87LGo10Xw3cNjOwgekquA3Cq8RKiQ,"{'name': 'Benzinga', 'homepage_url': 'https://www.benzinga.com/', 'logo_url': 'https://s3.polygon.io/public/assets/news/logos/benzinga.svg', 'favicon_url': 'https://s3.polygon.io/public/assets/news/favicons/benzinga.ico'}","Cathie Wood's Funds Deliver Mixed Q3 Results: Ark Founder's Shares Take On Zoom, Roku, Teladoc And Blockchain",Bhavik Nair,https://www.benzinga.com/analyst-ratings/analyst-color/22/10/29335103/cathie-woods-funds-deliver-mixed-q3-results-ark-foundersshares-take-on-zoom-roku-te,"['COIN', 'EXAS', 'TSLA', 'PATH', 'ARKQ', 'ARKK', 'ROKU']",https://www.benzinga.com/amp/content/29335103,https://cdn.benzinga.com/files/images/story/2022/10/19/shutterstock_1940536246.jpg?width=1200&height=800&fit=crop,"Cathie Wood-led ARK Investment Management’s flagship fund ARK Innovation ETF’s (NYSE: ARKK) performance during the third quarter was mixed relative to broad-based indexes, as it outperformed the MSCI World Index but underperformed the S&P 500 Index. 
Among the top drags were Zoom Video Communications Inc (NASDAQ: ZM) and Roku (NASDAQ: ROKU), the company’s third-quarter report pointed out.
“We maintain high conviction in Zoom’s potential to share with Microsoft Corporation (NASDAQ: MSFT) a majority of the enterprise communications platform space,” Wood said in her commentary.
Also Read: Best Investment Apps
Wood said despite Roku's disappointing quarter and weak guidance, Ark research indicates its long-term growth story remains intact as consumers appear to be adopting connected TV and abandoning linear TV. ARKK has lost over 5% in the three months to ...Full story available on Benzinga.com","['News', 'Analyst Color', 'Penny Stocks', 'Broad U.S. Equity ETFs', 'Small Cap', 'Top Stories', 'Analyst Ratings', 'ETFs']",0.1085,2022-10-20,10:58:56
